WithdrawalHistory(WH),RepeatHistory(RH),MaritalStatus(MS),Gender(GND),Age,District(DSRCT),Religion(RLGN),StudentType(ST),ProgrammeCode(PC),EmploymentStatus(ES),ODLCenter(OC),DisabilityIndicator(DI),Vulnarability(VNBLT),IncomeSource(IS),CurrentResidence(CR),Target
No,Yes,,F,36,RUMPHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,F,25,NTCHEU,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,Yes,,F,22,MZIMBA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,F,0,BLANTYRE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,Yes,,F,24,NTCHEU,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,F,20,KARONGA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,F,24,MZIMBA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,,F,0,BLANTYRE,,GENERIC,BAGI,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,31,NTCHEU,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,Yes,,F,27,KARONGA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,Yes,,F,37,RUMPHI,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,21,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,0,MACHINGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,24,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,24,MZIMBA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,F,22,THYOLO,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,22,DEDZA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,Yes,,F,23,MZIMBA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,F,23,KASUNGU,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,F,27,MANGOCHI,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,,F,21,MZIMBA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,0,THYOLO,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,,F,22,BLANTYRE,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,,F,26,DOWA,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,Yes,,F,32,SALIMA,,MATURE,BEXT,Not Employed,,,,,,Dropped
No,Yes,,F,29,CHITIPA,,GENERIC,BEXT,Self,,,,,,Not Dropped
No,Yes,,F,34,ZOMBA,,GENERIC,BAAE,Self,,,,,,Not Dropped
No,Yes,,F,27,MZIMBA,,GENERIC,BAGI,Self,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,F,30,RUMPHI,,GENERIC,BEXT,Self,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,,F,0,NTCHEU,,MATURE,BEXT,Self,,,,,,Not Dropped
No,Yes,,F,34,BLANTYRE,,MATURE,BEXT,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Balaka,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Lilongwe,,MATURE,BABM,Employed,,No disability,Orphans,self,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Ntcheu,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Mzimba,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Lilongwe,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Karonga,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Karonga,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Thyolo,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Zomba,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Chikwawa,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Balaka,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,,0,Dowa,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,SINGLE,,0,Rumphi,,GENERIC,BEXT,Not Employed,,No disability,Adolecent Girls & Young Women (AGYM),parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Mzimba,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,Yes,SINGLE,,0,Lilongwe,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Blantyre,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,Yes,SINGLE,,0,Neno,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Likoma,,MATURE,BABM,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Ntcheu,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,SINGLE,,0,Mangochi,,MATURE,BABM,Self,,,,,,Not Dropped
No,Yes,SINGLE,,0,Mzimba,,MATURE,BEXT,Self,,,,,,Not Dropped
No,Yes,SINGLE,,0,Lilongwe,,MATURE,BEXT,Self,,,,,,Not Dropped
No,Yes,MARRIED,,0,Mzimba,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,Yes,MARRIED,,0,Lilongwe,,GENERIC,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,,0,Lilongwe,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,Yes,MARRIED,,0,Mwanza,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,MARRIED,,0,NKHATA-BAY,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,MARRIED,,0,Lilongwe,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,Yes,MARRIED,,0,Thyolo,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,Scholarship,I stay around the centre,Not Dropped
No,Yes,MARRIED,,0,Thyolo,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,Yes,MARRIED,,0,Karonga,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,Yes,MARRIED,,0,Mzimba,,MATURE,BABM,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,32,KASUNGU,christian,MATURE,BABM,Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,31,NTCHEU,,GENERIC,BABM,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,32,PHALOMBE,,GENERIC,BEXT,Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,33,KASUNGU,,GENERIC,BABM,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,29,RUMPHI,,MATURE,BEXT,Employed,MZUZU,,,,,Not Dropped
Yes,Yes,SINGLE,M,34,CHILADZULU,,GENERIC,BEXT,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,32,NSANJE,,GENERIC,BAAE,Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,34,NKHOTAKOTA,,GENERIC,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,30,NTCHEU,,GENERIC,BABM,Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,32,CHILADZULU,,GENERIC,BEXT,Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,33,KASUNGU,,GENERIC,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,32,MANGOCHI,,GENERIC,BEXT,Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,29,KARONGA,,GENERIC,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,28,DEDZA,,GENERIC,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,33,BLANTYRE,,MATURE,BAAE,Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,26,BALAKA,,GENERIC,BAAE,Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,34,MACHINGA,,GENERIC,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,35,BALAKA,,GENERIC,BABM,Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,30,BALAKA,,GENERIC,BABM,Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,30,NTCHEU,,MATURE,BABM,Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,25,CHIKWAWA,,GENERIC,BABM,Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,28,MWANZA,,GENERIC,BAAE,Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,30,DEDZA,,MATURE,BABM,Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,SALIMA,,MATURE,BEXT,Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,KARONGA ,,MATURE,BEXT,Employed,MZUZU,,,,,Not Dropped
Yes,Yes,SINGLE,M,35,NTCHEU,,MATURE,BABM,Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,37,KASUNGU,,MATURE,BEXT,Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,31,LILONGWE,,MATURE,BEXT,Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,Chikwawa,,MATURE,BEXT,Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,0,Lilongwe,,GENERIC,BEXT,Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,27,KARONGA,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,30,DEDZA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,25,BALAKA,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,33,CHITIPA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,MZIMBA,Christian,GENERIC,BEXT,Not Employed,MZUZU,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,23,DEDZA,Islam,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,27,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,23,DOWA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,25,MACHINGA,islam,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,BLANTYRE,Christian,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,0,ZOMBA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,NTCHEU,,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,CHITIPA,Christian,MATURE,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,0,BALAKA,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,PHALOMBE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,26,SALIMA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,BLANTYRE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,30,KASUNGU,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,30,DOWA,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,23,SALIMA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,MULANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,THYOLO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,24,BALAKA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,23,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,35,RUMPHI,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,30,DOWA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,MCHINJI,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,LILONGWE,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,BALAKA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,ZOMBA,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,NTCHEU,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,32,MANGOCHI,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,NTCHISI,christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,34,DOWA,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,36,MZIMBA,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,BALAKA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,THYOLO,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,30,MCHINJI,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,24,NTCHISI,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,ZOMBA,,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,0,CHIKHWAWA,Christian,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,0,PHALOMBE,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,0,ZOMBA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,30,NTCHEU,Christian ,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,29,PHALOMBE,Christian ,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,0,CHITIPA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,27,DOWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,32,NTCHEU,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,MACHINGA ,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,32,NTCHISI,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,23,MZIMBA,CHRISTIAN,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,23,THYOLO,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,LILONGWE,Christian,GENERIC,BAGI,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,MCHINJI,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,DOWA,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,KASUNGU,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,34,LILONGWE,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,32,KARONGA,Christian,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,26,PHALOMBE,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,32,NKHATA-BAY,christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,26,NTCHEU,christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,35,CHITIPA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,24,ZOMBA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,24,BALAKA,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,34,BALAKA,Christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,37,ZOMBA,Christian,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,28,RUMPHI,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,24,BALAKA,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,33,MZIMBA,Christian,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,26,BALAKA,Christian,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,MCHINJI,christian,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,0,BALAKA,ISLAM,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,0,MWANZA,Christian,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,25,RUMPHI,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,30,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,self,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,39,MACHINGA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
Yes,Yes,SINGLE,M,26,KARONGA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,29,NKHATA-BAY,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,25,NKHATA-BAY,,GENERIC,BABM,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,23,CHILADZULU,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,30,LIKOMA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,CHITIPA,,GENERIC,BEXT,Not Employed,MZUZU,,,,,Not Dropped
Yes,Yes,SINGLE,M,24,LILONGWE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,26,THYOLO,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,31,MANGOCHI,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,23,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,23,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
Yes,Yes,SINGLE,M,29,PHALOMBE,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,24,KARONGA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,26,MWANZA,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
Yes,Yes,SINGLE,M,26,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,26,MZIMBA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,31,DEDZA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,MZIMBA,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,27,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,30,MWANZA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,29,NSANJE,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,26,MACHINGA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,29,NTCHISI,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,28,BALAKA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,33,ZOMBA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,24,DEDZA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,27,NTCHEU,,GENERIC,BAGI,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,28,CHIKWAWA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,26,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,24,LILONGWE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,29,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,23,SALIMA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,NKHOTAKOTA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,30,MZIMBA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,25,DOWA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,27,BALAKA,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,25,NTCHEU,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,24,NKHATA-BAY,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,27,NTCHEU,,GENERIC,BABM,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,26,NTCHEU,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,27,RUMPHI,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,25,MULANJE,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,29,CHILADZULU,,GENERIC,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,25,MULANJE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,27,MZIMBA,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
Yes,Yes,SINGLE,M,28,DEDZA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,34,CHITIPA,,MATURE,BEXT,Not Employed,,,,,,Dropped
Yes,Yes,SINGLE,M,27,MULANJE,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,28,MZIMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,33,BALAKA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,21,MACHINGA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,31,BLANTYRE,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,27,SALIMA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,27,SALIMA,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,24,MACHINGA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,29,ZOMBA,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,27,NENO,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,24,MACHINGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,24,RUMPHI,,GENERIC,BAAE,Not Employed,MZUZU,,,,,Dropped
Yes,Yes,SINGLE,M,24,KARONGA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,24,MANGOCHI,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,39,ZOMBA,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
Yes,Yes,SINGLE,M,23,KARONGA,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
Yes,Yes,SINGLE,M,26,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
Yes,Yes,SINGLE,M,23,CHILADZULU,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
Yes,Yes,SINGLE,M,23,MZIMBA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
